user_id,gender,married,has_children,home_country,home_city,home_airport,user_age,account_age,total_sessions,avg_session_duration,avg_page_clicks,avg_clicks_per_min,avg_seats,avg_checked_bags,num_trip_discounts,avg_trip_discount_amount,total_airlines,top_airline,total_origin_airports,total_destinations,top_destination,total_destination_airports,avg_rooms,total_hotels,total_hotel_brands,top_hotel_brand,total_trips,avg_trip_duration_days,avg_trip_distance_km,avg_base_trip_cost,avg_total_trip_cost,type_browsing,type_complete-package,type_flight-hotel,type_flight-one-way,type_flight-roundtrip,type_hotel-only,status_cancelled,status_complete,status_none,category_extended,category_other,category_week,category_weekend,browsing_frequency,booking_frequency,booking_conversion,cancellation_rate
513236,f,True,True,usa,philadelphia,pne,44,23,8,2.61,21.0,8.06,1.25,0.12,1,0.05,5,delta air lines,1,6,fort worth,6,1.62,8,7,wyndham,8,6.12,1753.1,1149.35,1135.85,0,5,1,0,0,2,0,8,0,4,1,2,1,0.35,0.35,1.0,0.0
513237,f,True,True,canada,toronto,yzd,37,23,8,2.18,17.38,7.93,0.12,0.0,2,0.1,1,delta air lines,1,1,los angeles,1,0.25,2,2,crowne plaza,2,1.38,3507.75,302.23,294.0,6,1,0,0,0,1,0,2,6,1,0,1,0,0.35,0.09,0.25,0.0
513241,f,False,True,usa,las vegas,las,37,23,8,0.76,6.25,8.17,0.0,0.0,3,0.18,0,,0,0,,0,0.0,0,0,,0,0.0,,0.0,0.0,8,0,0,0,0,0,0,0,8,0,0,0,0,0.35,0.0,0.0,
513242,f,False,False,usa,detroit,dtw,30,23,10,1.51,12.2,8.07,0.2,0.0,4,0.12,2,ryanair,1,2,el paso,2,0.2,2,2,aman resorts,2,1.1,2756.8,248.98,214.5,8,2,0,0,0,0,0,2,8,2,0,0,0,0.43,0.09,0.2,0.0
513259,f,True,False,usa,seattle,sea,55,23,8,2.17,17.5,8.08,0.38,0.12,3,0.18,3,delta air lines,1,3,fresno,3,0.25,2,2,crowne plaza,3,2.5,2463.39,688.27,688.27,5,2,0,0,1,0,0,3,5,2,1,0,0,0.35,0.13,0.38,0.0
513261,f,True,True,usa,new york,jfk,60,23,9,1.56,12.67,7.94,0.0,0.0,1,0.1,0,,0,0,,0,0.0,0,0,,0,0.0,,0.0,0.0,9,0,0,0,0,0,0,0,9,0,0,0,0,0.39,0.0,0.0,
513289,f,False,False,canada,calgary,yyc,35,23,8,1.92,15.5,8.07,0.12,0.0,4,0.1,1,united airlines,1,1,fort worth,1,0.12,1,1,banyan tree,1,0.5,2444.01,187.54,187.54,7,0,1,0,0,0,0,1,7,0,1,0,0,0.35,0.04,0.12,0.0
513296,f,False,False,usa,columbus,cmh,38,23,8,3.07,25.0,8.08,0.5,0.0,2,0.2,3,allegiant air,1,3,dallas,3,0.5,3,3,best western,3,1.88,1438.8,508.72,508.72,5,3,0,0,0,0,0,3,5,2,1,0,0,0.35,0.13,0.38,0.0
513317,f,True,False,usa,dallas,dal,55,23,8,2.12,16.88,7.87,0.12,0.0,3,0.18,1,qatar airways,1,1,houston,1,0.0,0,0,,1,0.38,394.58,9.23,8.77,7,0,0,0,1,0,0,1,7,0,1,0,0,0.35,0.04,0.12,0.0
513322,f,False,False,usa,new york,lga,52,23,9,2.25,18.11,8.0,0.33,0.33,0,,3,air china,1,3,houston,3,0.33,3,3,fairmont,3,1.22,3243.9,318.3,318.3,6,3,0,0,0,0,0,3,6,1,1,1,0,0.39,0.13,0.33,0.0
513338,f,True,False,usa,oklahoma city,okc,55,23,7,1.45,11.71,8.08,0.29,0.0,3,0.2,2,jetblue airways,1,2,indianapolis,2,0.29,2,2,conrad,2,1.43,1632.44,194.55,194.55,5,2,0,0,0,0,0,2,5,1,1,0,0,0.3,0.09,0.29,0.0
513339,f,False,False,usa,new york,lga,29,23,8,2.17,17.5,7.99,0.62,0.12,2,0.1,2,air canada,1,2,jacksonville,2,0.62,2,2,banyan tree,2,1.38,934.38,239.86,239.86,6,2,0,0,0,0,0,2,6,1,1,0,0,0.35,0.09,0.25,0.0
513345,f,True,True,usa,lubbock,lbb,24,23,9,1.81,14.56,8.07,0.0,0.0,3,0.2,0,,0,0,,0,0.22,2,2,banyan tree,2,2.0,,186.0,166.4,7,0,0,0,0,2,0,2,7,2,0,0,0,0.39,0.09,0.22,0.0
513347,f,True,True,usa,los angeles,lax,50,23,10,2.09,16.9,8.0,0.1,0.1,5,0.12,1,air canada,1,1,edmonton,1,0.1,1,1,fairmont,1,0.4,2227.54,63.69,54.14,9,1,0,0,0,0,0,1,9,0,1,0,0,0.43,0.04,0.1,0.0
513366,f,False,False,canada,montreal,yul,45,23,8,2.44,19.5,7.93,0.38,0.12,3,0.1,3,american airlines,1,3,el paso,3,0.38,3,3,crowne plaza,3,2.12,1424.68,526.61,515.5,5,3,0,0,0,0,0,3,5,1,1,1,0,0.35,0.13,0.38,0.0
513381,f,True,True,usa,akron,akr,51,23,8,1.63,13.12,7.99,0.38,0.25,3,0.05,2,delta air lines,1,3,new york,3,0.38,3,3,accor,3,1.12,2494.51,263.3,258.24,5,3,0,0,0,0,0,3,5,0,1,2,0,0.35,0.13,0.38,0.0
513387,f,True,True,usa,chicago,ord,50,23,7,1.56,12.71,8.14,0.43,0.0,1,0.25,3,american airlines,1,3,houston,3,1.0,4,4,conrad,4,3.0,1120.55,829.66,829.66,3,3,0,0,0,1,0,4,3,2,1,0,1,0.3,0.17,0.57,0.0
513397,f,False,False,usa,new york,jfk,54,23,8,2.7,21.88,8.1,0.5,0.25,1,0.05,4,air canada,1,4,edmonton,4,0.5,4,4,accor,5,2.62,1963.78,444.72,439.47,3,3,0,0,1,1,0,5,3,1,1,3,0,0.35,0.22,0.62,0.0
513402,f,True,True,usa,tacoma,tcm,46,23,8,1.69,13.62,8.2,0.12,0.12,2,0.18,1,delta air lines,1,1,columbus,1,0.12,1,1,hilton,1,0.25,3249.12,138.03,138.03,7,1,0,0,0,0,0,1,7,0,0,1,0,0.35,0.04,0.12,0.0
513408,m,False,True,usa,modesto,mod,32,23,8,3.44,27.62,7.9,0.62,0.12,2,0.1,2,american airlines,1,2,charlotte,2,0.62,2,2,conrad,2,2.0,2334.9,587.1,518.3,6,2,0,0,0,0,0,2,6,1,1,0,0,0.35,0.09,0.25,0.0
513422,f,True,False,usa,new orleans,msy,42,23,7,1.39,11.29,8.01,0.14,0.14,1,0.1,1,delta air lines,1,1,philadelphia,1,0.14,1,1,crowne plaza,1,0.57,1750.93,67.22,67.22,6,1,0,0,0,0,0,1,6,0,1,0,0,0.3,0.04,0.14,0.0
513425,f,True,True,usa,burlington,btv,50,23,9,1.21,9.67,8.0,0.0,0.0,1,0.05,0,,0,0,,0,0.0,0,0,,0,0.0,,0.0,0.0,9,0,0,0,0,0,0,0,9,0,0,0,0,0.39,0.0,0.0,
513438,f,True,True,usa,san antonio,rnd,52,23,8,1.9,15.25,7.97,0.12,0.12,2,0.1,1,ryanair,1,1,los angeles,1,0.12,1,1,fairmont,1,1.75,1962.19,1047.76,1047.76,7,1,0,0,0,0,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0
513441,f,False,True,usa,madison,msn,36,23,8,3.31,11.25,7.24,0.5,0.25,3,0.08,1,jetblue airways,1,1,mexico city,1,0.0,0,0,,2,1.62,2788.63,245.62,233.34,6,1,0,0,1,0,1,1,6,1,1,0,0,0.35,0.09,0.25,0.5
513470,f,True,True,usa,san diego,san,48,23,8,1.72,13.88,8.02,0.0,0.0,0,,0,,0,0,,0,0.0,0,0,,0,0.0,,0.0,0.0,8,0,0,0,0,0,0,0,8,0,0,0,0,0.35,0.0,0.0,
513495,f,False,False,usa,san diego,san,31,23,8,1.74,13.88,7.97,0.12,0.12,2,0.18,1,delta air lines,1,1,austin,1,0.25,2,2,four seasons,2,2.62,1869.96,873.99,674.77,6,1,0,0,0,1,0,2,6,0,2,0,0,0.35,0.09,0.25,0.0
513497,f,False,False,usa,las vegas,lsv,45,23,8,1.64,13.0,8.02,0.12,0.0,3,0.12,1,air canada,1,1,new york,1,0.25,2,2,extended stay,2,1.38,3593.23,258.74,236.7,6,1,0,0,0,1,0,2,6,0,1,0,1,0.35,0.09,0.25,0.0
513509,f,False,False,usa,new york,lga,37,23,8,1.93,15.62,7.99,0.25,0.12,2,0.05,1,ryanair,1,2,montreal,2,0.0,0,0,,2,0.62,2002.73,74.85,74.85,6,0,0,0,2,0,0,2,6,0,0,1,1,0.35,0.09,0.25,0.0
513543,f,False,True,usa,new york,lga,33,23,8,17.58,45.75,7.15,0.25,0.0,1,0.1,1,united airlines,1,1,calgary,1,0.38,2,2,shangri-la,3,1.5,3262.04,264.32,264.32,5,2,0,0,0,1,1,2,5,1,0,2,0,0.35,0.13,0.38,0.33
513546,f,False,False,usa,louisville,lou,45,23,8,0.62,5.0,8.07,0.0,0.0,1,0.15,0,,0,0,,0,0.0,0,0,,0,0.0,,0.0,0.0,8,0,0,0,0,0,0,0,8,0,0,0,0,0.35,0.0,0.0,
513555,f,False,False,usa,seattle,bfi,46,23,8,1.97,16.0,8.04,0.38,0.25,0,,2,southwest airlines,1,3,houston,3,0.5,3,3,crowne plaza,4,3.75,2985.49,469.25,469.25,4,2,0,0,1,1,0,4,4,2,1,1,0,0.35,0.17,0.5,0.0
513568,f,False,False,canada,halifax,yaw,61,23,8,1.28,10.25,7.9,0.25,0.0,2,0.1,1,united airlines,1,1,fort worth,1,0.38,2,1,choice hotels,2,1.62,3188.38,387.5,387.5,6,1,0,0,0,1,0,2,6,1,1,0,0,0.35,0.09,0.25,0.0
513569,f,False,False,usa,boston,bos,18,23,9,1.21,9.67,7.93,0.11,0.11,4,0.15,1,american airlines,1,1,el paso,1,0.22,2,2,accor,2,0.67,3319.14,96.63,81.29,7,1,0,0,0,1,0,2,7,0,2,0,0,0.39,0.09,0.22,0.0
513582,f,True,False,usa,los angeles,lax,49,23,8,2.1,16.75,7.98,0.38,0.25,0,,3,american airlines,1,2,new york,2,0.25,2,2,fairmont,3,1.38,3821.65,341.07,341.07,5,2,0,0,1,0,0,3,5,1,1,1,0,0.35,0.13,0.38,0.0
513602,f,False,False,usa,new york,jfk,27,23,8,1.67,13.38,8.0,0.0,0.0,3,0.13,0,,0,0,,0,0.0,0,0,,0,0.0,,0.0,0.0,8,0,0,0,0,0,0,0,8,0,0,0,0,0.35,0.0,0.0,
513611,f,False,False,usa,washington,dca,49,23,8,2.02,16.25,8.09,0.25,0.12,4,0.06,2,jetblue airways,1,2,milwaukee,2,0.38,3,3,accor,3,2.75,2112.39,874.52,835.51,5,2,0,0,0,1,0,3,5,3,0,0,0,0.35,0.13,0.38,0.0
513613,m,False,False,usa,orlando,mco,47,23,8,1.54,12.5,8.09,0.25,0.0,2,0.12,2,ryanair,1,2,louisville,2,0.38,3,2,hyatt,3,2.25,2010.74,430.87,408.75,5,2,0,0,0,1,0,3,5,2,1,0,0,0.35,0.13,0.38,0.0
513620,f,False,False,canada,toronto,yzd,18,23,9,2.27,18.56,8.26,0.22,0.11,3,0.18,2,american airlines,1,2,louisville,2,0.33,3,3,choice hotels,3,1.67,576.06,366.82,343.27,6,2,0,0,0,1,0,3,6,1,1,1,0,0.39,0.13,0.33,0.0
513625,f,False,True,usa,kansas city,mci,29,23,8,15.21,24.75,7.17,1.0,0.38,4,0.12,2,air transat,1,2,quebec,2,0.5,1,1,radisson,3,1.75,1940.56,339.5,331.32,5,2,0,0,1,0,1,2,5,1,2,0,0,0.35,0.13,0.38,0.33
513627,f,True,False,usa,atlanta,atl,59,23,8,2.36,19.0,8.04,0.38,0.25,1,0.1,3,delta air lines,1,2,toronto,3,0.38,3,3,banyan tree,3,1.38,1181.75,378.37,378.37,5,3,0,0,0,0,0,3,5,1,2,0,0,0.35,0.13,0.38,0.0
513628,f,True,False,usa,fresno,fat,41,23,8,2.18,17.75,8.15,0.38,0.38,2,0.3,3,american airlines,1,3,dallas,3,0.38,3,3,accor,3,1.62,2282.98,404.37,404.37,5,3,0,0,0,0,0,3,5,1,0,0,2,0.35,0.13,0.38,0.0
513638,f,True,True,canada,toronto,ykz,57,23,8,2.32,18.62,8.02,0.75,0.25,0,,4,air china,1,4,calgary,4,0.75,4,4,fairmont,4,3.75,2375.06,839.01,839.01,4,4,0,0,0,0,0,4,4,4,0,0,0,0.35,0.17,0.5,0.0
513659,f,False,False,usa,honolulu,hnl,42,23,8,1.88,15.25,8.09,0.38,0.0,2,0.05,3,delta air lines,1,3,austin,3,0.38,3,3,crowne plaza,3,2.5,4671.28,464.22,464.22,5,2,1,0,0,0,0,3,5,1,0,2,0,0.35,0.13,0.38,0.0
513661,f,False,False,canada,winnipeg,ywg,26,23,8,1.18,9.25,7.86,0.0,0.0,1,0.35,0,,0,0,,0,0.25,1,1,intercontinental,1,1.38,,324.5,324.5,7,0,0,0,0,1,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0
513683,m,True,False,usa,fort worth,ftw,54,23,8,2.69,21.62,7.96,0.38,0.5,5,0.16,3,air transat,1,3,calgary,3,0.5,4,4,aman resorts,4,3.12,1502.61,312.05,284.66,4,3,0,0,0,1,0,4,4,1,3,0,0,0.35,0.17,0.5,0.0
513714,f,False,False,usa,phoenix,luf,23,23,8,1.04,8.25,7.94,0.12,0.0,2,0.12,1,klm royal dutch airlines,1,1,san antonio,1,0.0,0,0,,1,1.5,1407.57,31.05,31.05,7,0,0,0,1,0,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0
513721,f,False,False,usa,nashville,bna,41,23,9,1.82,14.44,7.92,0.44,0.33,1,0.05,4,allegiant air,1,4,new york,4,0.56,5,4,fairmont,5,2.78,1987.22,514.51,514.51,4,4,0,0,0,1,0,5,4,3,2,0,0,0.39,0.22,0.56,0.0
513742,f,False,True,usa,louisville,lou,32,23,8,1.07,8.5,8.06,0.0,0.0,1,0.15,0,,0,0,,0,0.0,0,0,,0,0.0,,0.0,0.0,8,0,0,0,0,0,0,0,8,0,0,0,0,0.35,0.0,0.0,
513761,f,False,False,usa,los angeles,lax,39,23,8,2.46,19.75,8.05,0.38,0.12,2,0.18,3,american airlines,1,3,columbus,3,0.38,3,3,marriott,3,2.62,3059.84,637.34,611.61,5,3,0,0,0,0,0,3,5,1,0,2,0,0.35,0.13,0.38,0.0
513776,f,False,False,usa,chicago,ugn,67,23,9,1.3,10.44,8.14,0.11,0.0,3,0.17,1,airtran airways,1,1,dallas,1,0.22,2,2,four seasons,2,1.11,1324.72,168.62,158.82,7,1,0,0,0,1,0,2,7,0,1,1,0,0.39,0.09,0.22,0.0
513787,m,True,False,usa,memphis,mem,43,23,8,18.39,43.25,7.12,1.25,0.5,3,0.13,5,air france,1,5,las vegas,5,1.12,4,4,nh hotel,6,3.5,1927.26,672.67,634.87,2,4,1,0,1,0,1,5,2,3,1,1,1,0.35,0.26,0.75,0.17
513791,f,False,False,canada,toronto,ytz,39,23,8,2.01,16.25,8.08,0.62,0.25,3,0.2,3,american airlines,1,4,chicago,4,0.62,4,4,extended stay,4,4.5,2110.26,594.84,584.39,4,4,0,0,0,0,0,4,4,2,2,0,0,0.35,0.17,0.5,0.0
513796,f,True,False,usa,tacoma,tcm,46,23,8,2.1,17.0,7.99,0.5,0.25,0,,2,southwest airlines,1,3,austin,3,0.38,2,2,fairmont,3,3.25,3140.71,658.12,658.12,5,2,0,0,1,0,0,3,5,2,1,0,0,0.35,0.13,0.38,0.0
513800,m,True,True,usa,indianapolis,ind,53,23,8,0.91,7.38,8.02,0.0,0.0,1,0.1,0,,0,0,,0,0.0,0,0,,0,0.0,,0.0,0.0,8,0,0,0,0,0,0,0,8,0,0,0,0,0.35,0.0,0.0,
513807,f,True,True,usa,chicago,ugn,45,23,8,17.04,41.38,7.21,1.62,1.38,2,0.15,3,ryanair,1,3,montreal,3,0.38,2,2,aman resorts,4,1.88,1548.1,458.54,430.32,4,2,1,0,1,0,1,3,4,1,2,0,1,0.35,0.17,0.5,0.25
513823,f,True,False,usa,new york,lga,46,23,8,1.23,9.88,8.15,0.0,0.0,2,0.18,0,,0,0,,0,0.0,0,0,,0,0.0,,0.0,0.0,8,0,0,0,0,0,0,0,8,0,0,0,0,0.35,0.0,0.0,
513826,f,False,False,usa,el paso,bif,43,23,9,1.93,15.44,7.94,0.56,0.11,3,0.2,3,allegiant air,1,2,philadelphia,2,0.33,1,1,wyndham,3,1.0,2252.86,195.96,173.99,6,1,0,0,2,0,0,3,6,1,1,0,1,0.39,0.13,0.33,0.0
513844,m,True,False,usa,oklahoma city,tik,37,23,7,1.4,11.29,8.03,0.43,0.0,2,0.15,1,bearskin lake air service,1,1,winnipeg,1,0.29,1,1,starwood,2,2.0,1628.26,682.08,682.08,5,0,0,0,1,1,0,2,5,1,1,0,0,0.3,0.09,0.29,0.0
513853,f,False,True,usa,san francisco,sfo,49,23,9,2.51,20.11,7.92,0.33,0.0,2,0.12,3,cebu pacific,1,3,houston,3,0.33,3,3,choice hotels,3,1.56,2287.34,338.89,338.89,6,3,0,0,0,0,0,3,6,2,0,0,1,0.39,0.13,0.33,0.0
513856,m,False,False,canada,london,yxu,37,23,8,1.68,13.62,8.11,0.12,0.12,4,0.11,1,united airlines,1,1,houston,1,0.12,1,1,fairmont,1,1.25,1944.82,202.36,172.01,7,1,0,0,0,0,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0
513860,f,True,False,canada,montreal,yul,65,23,8,2.1,17.12,8.12,0.38,0.12,0,,2,porter airlines,1,2,fresno,2,0.5,3,3,accor,3,2.38,2196.73,568.65,568.65,5,2,0,0,0,1,0,3,5,1,1,1,0,0.35,0.13,0.38,0.0
513869,f,False,True,usa,newark,ewr,41,23,8,16.12,34.0,7.24,0.5,0.25,3,0.17,1,asiana airlines,1,1,seoul,1,0.38,2,2,fairmont,3,3.5,11056.28,1284.14,1265.14,5,2,0,0,0,1,1,2,5,2,1,0,0,0.35,0.13,0.38,0.33
513875,f,True,True,usa,orlando,mco,35,23,8,16.76,39.25,7.29,0.88,0.38,1,0.2,1,jetblue airways,1,3,new york,3,0.75,3,3,banyan tree,5,3.88,2030.24,765.2,765.2,3,3,0,0,1,1,1,4,3,3,1,1,0,0.35,0.22,0.62,0.2
513917,f,True,True,usa,philadelphia,phl,56,23,8,1.79,14.62,8.16,0.38,0.25,3,0.12,3,alaska airlines,1,3,austin,3,0.38,3,3,conrad,3,2.5,3387.76,589.39,573.92,5,3,0,0,0,0,0,3,5,2,1,0,0,0.35,0.13,0.38,0.0
513926,m,False,False,usa,new york,jfk,38,23,8,3.04,24.38,8.03,0.75,0.25,2,0.12,4,american airlines,1,4,calgary,4,0.62,3,3,banyan tree,4,1.88,2117.3,441.53,413.38,4,3,0,0,1,0,0,4,4,1,1,0,2,0.35,0.17,0.5,0.0
513933,m,False,False,canada,toronto,ykz,39,23,8,2.96,23.75,7.98,0.38,0.25,0,,3,air canada,1,3,calgary,3,0.38,3,3,radisson,3,1.62,2177.45,263.79,263.79,5,2,1,0,0,0,0,3,5,2,0,1,0,0.35,0.13,0.38,0.0
513953,f,True,False,usa,tacoma,tcm,40,23,9,0.91,7.22,7.98,0.11,0.0,1,0.2,1,united airlines,1,1,los angeles,1,0.33,2,2,accor,2,0.78,1506.49,115.05,97.1,7,1,0,0,0,1,0,2,7,0,1,1,0,0.39,0.09,0.22,0.0
513956,f,False,False,canada,vancouver,yvr,28,23,8,1.98,16.0,8.06,0.5,0.25,3,0.2,4,allegiant air,1,4,hamilton,4,0.25,2,2,crowne plaza,4,1.5,2961.32,314.42,291.9,4,2,0,0,2,0,0,4,4,0,3,1,0,0.35,0.17,0.5,0.0
513964,f,False,False,usa,colorado springs,cos,50,23,8,1.71,13.75,8.01,0.62,0.25,2,0.18,4,delta air lines,1,4,new york,5,0.38,3,3,conrad,5,1.88,1893.61,491.47,486.74,3,3,0,0,2,0,0,5,3,0,2,2,1,0.35,0.22,0.62,0.0
513967,f,False,False,usa,phoenix,phx,38,23,9,2.0,16.22,8.05,0.67,0.44,3,0.08,5,american airlines,1,6,boston,6,0.67,6,6,choice hotels,6,4.56,3970.86,1172.11,1163.92,3,6,0,0,0,0,0,6,3,3,2,1,0,0.39,0.26,0.67,0.0
513995,f,True,True,usa,dallas,dal,38,23,8,1.69,13.62,8.11,0.25,0.12,3,0.12,2,ryanair,1,2,fort worth,2,0.5,4,4,best western,4,3.25,221.16,1081.95,1052.26,4,2,0,0,0,2,0,4,4,2,1,1,0,0.35,0.17,0.5,0.0
514002,f,False,False,usa,los angeles,lax,39,23,8,4.15,33.12,7.98,0.62,0.25,0,,4,southwest airlines,1,5,columbus,5,0.62,5,4,hilton,5,3.0,2485.92,673.35,673.35,3,5,0,0,0,0,0,5,3,3,1,1,0,0.35,0.22,0.62,0.0
514003,f,True,False,usa,chicago,mdw,38,23,8,2.51,20.25,8.02,0.38,0.5,3,0.13,3,aeroméxico,1,3,indianapolis,3,0.38,3,3,four seasons,3,1.62,1415.6,593.78,593.78,5,3,0,0,0,0,0,3,5,1,0,2,0,0.35,0.13,0.38,0.0
514021,f,False,False,usa,nashville,bna,77,23,8,1.0,8.12,8.14,0.0,0.0,2,0.12,0,,0,0,,0,0.38,2,2,hyatt,2,4.88,,1195.88,1061.19,6,0,0,0,0,2,0,2,6,2,0,0,0,0.35,0.09,0.25,0.0
514023,m,False,True,usa,los angeles,lax,45,23,8,1.75,14.25,8.18,0.25,0.0,3,0.08,1,american airlines,1,2,new york,2,0.38,3,3,fairmont,3,1.75,2266.54,331.17,319.87,5,2,0,0,0,1,0,3,5,1,0,2,0,0.35,0.13,0.38,0.0
514053,f,True,True,canada,victoria,yyj,43,23,8,0.96,7.75,8.13,0.12,0.0,3,0.15,1,delta air lines,1,1,los angeles,1,0.25,2,2,conrad,2,2.5,1687.04,430.08,354.87,6,1,0,0,0,1,0,2,6,1,1,0,0,0.35,0.09,0.25,0.0
514071,f,False,False,usa,new york,lga,39,23,8,1.98,16.0,8.11,0.38,0.25,2,0.05,3,aeroflot russian airlines,1,3,houston,3,0.38,3,3,aman resorts,3,1.12,2260.98,327.92,319.36,5,2,1,0,0,0,0,3,5,0,1,1,1,0.35,0.13,0.38,0.0
514076,f,True,True,usa,new york,jfk,58,23,9,1.16,9.44,8.04,0.11,0.11,2,0.08,1,cubana de aviación,1,1,montreal,1,0.44,2,2,best western,2,2.78,543.09,238.98,238.98,7,1,0,0,0,1,0,2,7,1,1,0,0,0.39,0.09,0.22,0.0
514113,f,False,True,usa,jacksonville,lrf,18,23,8,1.36,11.0,8.02,0.12,0.0,1,0.1,1,jetblue airways,1,1,new york,1,0.25,2,2,radisson,2,1.12,1730.89,137.01,137.01,6,1,0,0,0,1,0,2,6,1,0,1,0,0.35,0.09,0.25,0.0
514132,f,False,True,usa,san antonio,rnd,38,23,8,2.0,16.12,8.04,0.75,0.25,1,0.1,4,united airlines,1,5,edmonton,5,0.5,4,4,aman resorts,5,3.0,1772.82,507.76,507.76,3,4,0,0,1,0,0,5,3,2,2,1,0,0.35,0.22,0.62,0.0
514133,f,True,False,usa,portland,pdx,43,23,8,1.79,14.38,7.98,0.25,0.12,2,0.08,2,american airlines,1,2,el paso,2,0.38,2,2,intercontinental,3,2.0,1492.72,163.99,163.02,5,1,0,0,1,1,0,3,5,1,1,1,0,0.35,0.13,0.38,0.0
514164,f,True,False,usa,bakersfield,bfl,47,23,10,1.73,13.9,8.07,0.3,0.1,2,0.08,3,delta air lines,1,3,chicago,3,0.4,4,3,conrad,4,2.1,3421.69,503.97,498.4,6,3,0,0,0,1,0,4,6,3,1,0,0,0.43,0.17,0.4,0.0
514167,f,False,False,usa,phoenix,phx,52,23,8,19.42,60.5,7.2,0.5,0.12,0,,2,american airlines,1,3,denver,3,0.5,3,3,marriott,4,2.12,1689.75,264.76,264.76,4,4,0,0,0,0,1,3,4,2,1,1,0,0.35,0.17,0.5,0.25
514206,f,True,False,usa,austin,aus,36,23,8,1.81,14.5,7.93,0.62,0.62,2,0.12,2,american airlines,1,2,new york,2,0.25,2,2,nh hotel,3,1.38,1728.15,526.84,485.04,5,2,0,0,1,0,0,3,5,1,2,0,0,0.35,0.13,0.38,0.0
514208,f,False,True,usa,portland,pwm,39,23,8,1.23,9.88,7.98,0.12,0.0,2,0.2,1,delta air lines,1,1,detroit,1,0.12,1,1,hilton,1,0.62,1040.49,73.83,73.83,7,1,0,0,0,0,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0
514210,f,False,False,canada,toronto,yzd,43,23,9,2.25,18.22,8.06,0.33,0.11,2,0.1,3,aerolane,1,3,chicago,3,0.33,3,3,fairmont,3,1.44,1436.02,182.34,172.65,6,3,0,0,0,0,0,3,6,1,0,0,2,0.39,0.13,0.33,0.0
514215,f,False,False,usa,minneapolis,msp,54,23,8,2.5,20.25,8.14,0.38,0.0,4,0.11,3,allegiant air,1,3,edmonton,3,0.38,3,3,choice hotels,3,2.5,1957.6,402.43,381.85,5,3,0,0,0,0,0,3,5,1,2,0,0,0.35,0.13,0.38,0.0
514235,f,False,True,usa,oakland,oak,30,23,8,1.09,8.75,8.04,0.12,0.0,2,0.15,1,united airlines,1,1,tucson,1,0.12,1,1,fairmont,1,0.62,1202.63,87.77,87.77,7,1,0,0,0,0,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0
514261,f,False,False,canada,toronto,ytz,33,23,8,1.76,14.12,8.0,0.5,0.25,4,0.12,3,air new zealand,1,3,dallas,3,0.5,3,2,best western,3,1.25,1430.39,178.45,157.46,5,3,0,0,0,0,0,3,5,0,3,0,0,0.35,0.13,0.38,0.0
514275,f,False,False,canada,montreal,ymx,31,23,7,2.02,16.43,8.21,0.14,0.0,2,0.08,1,jetblue airways,1,1,new york,1,0.29,2,2,hyatt,2,2.29,560.82,335.85,335.85,5,0,1,0,0,1,0,2,5,2,0,0,0,0.3,0.09,0.29,0.0
514289,f,True,True,canada,montreal,yul,52,23,9,1.79,14.33,7.78,0.0,0.0,4,0.14,0,,0,0,,0,0.0,0,0,,0,0.0,,0.0,0.0,9,0,0,0,0,0,0,0,9,0,0,0,0,0.39,0.0,0.0,
514300,m,False,False,usa,oklahoma city,tik,41,23,8,21.51,77.75,7.23,0.75,0.25,2,0.12,3,southwest airlines,1,3,houston,3,0.12,1,1,radisson,4,1.38,1470.48,173.62,169.7,4,2,0,0,2,0,1,3,4,1,2,1,0,0.35,0.17,0.5,0.25
514315,f,False,False,canada,winnipeg,yav,23,23,8,3.17,25.5,8.05,0.12,0.12,1,0.4,1,delta air lines,1,1,san antonio,1,0.12,1,1,hyatt,1,0.5,2284.9,169.13,169.13,7,1,0,0,0,0,0,1,7,0,1,0,0,0.35,0.04,0.12,0.0
514318,f,True,True,usa,seattle,sea,53,23,8,2.14,17.38,8.14,0.25,0.25,3,0.17,2,american airlines,1,2,boston,2,0.5,4,4,choice hotels,4,2.25,2850.5,561.59,495.99,4,2,0,0,0,2,0,4,4,2,0,2,0,0.35,0.17,0.5,0.0
514324,f,True,False,usa,los angeles,lax,55,23,9,1.89,15.22,7.98,0.33,0.22,2,0.22,3,allegiant air,1,3,columbus,3,0.33,3,3,extended stay,3,1.44,2412.53,243.66,236.72,6,1,2,0,0,0,0,3,6,1,0,1,1,0.39,0.13,0.33,0.0
514337,f,False,False,usa,chicago,ord,47,23,9,1.74,13.89,7.9,0.22,0.22,5,0.12,1,delta air lines,1,2,new york,2,0.56,4,3,hilton,4,3.44,1762.48,827.33,759.35,5,2,0,0,0,2,0,4,5,3,0,0,1,0.39,0.17,0.44,0.0
514342,f,False,False,usa,baltimore,bwi,43,23,8,1.88,15.12,8.1,0.75,0.5,3,0.12,3,airtran airways,1,4,charlotte,4,0.5,2,2,accor,4,3.88,1910.74,565.44,562.96,4,2,0,0,2,0,0,4,4,3,1,0,0,0.35,0.17,0.5,0.0
